cType	SYMBOL	Missense	Nonsense
BLCA	ASPM	0.2232142857142857	
BLCA	ASXL1	0.11160714285714285	0.11160714285714285
BLCA	ATM	0.78125	
BLCA	ATR	0.2232142857142857	
BLCA	ATRX	0.11160714285714285	
BLCA	AXIN1	0.11160714285714285	0.11160714285714285
BLCA	AXIN2		0.11160714285714285
BLCA	BAP1	0.4464285714285714	
BLCA	BARD1	0.11160714285714285	
BLCA	BAX		0.11160714285714285
BLCA	BAZ2B	0.5580357142857143	
BLCA	BCL10	0.11160714285714285	
BLCA	BCOR	0.33482142857142855	
BLCA	BLM	0.4464285714285714	
BLCA	BMPR2	0.4464285714285714	
BLCA	BPTF	0.11160714285714285	
BLCA	BRAF	0.11160714285714285	
BLCA	BRCA1		0.11160714285714285
BLCA	BRCA2	0.11160714285714285	0.11160714285714285
BLCA	BRD2	0.11160714285714285	0.11160714285714285
BLCA	BRIP1	0.11160714285714285	
BLCA	BRWD1	1.1160714285714286	
BLCA	BTK	0.11160714285714285	
BLCA	BUB1B	0.11160714285714285	
BLCA	C15orf55	0.11160714285714285	
BLCA	CAD	0.11160714285714285	
BLCA	CARD11	0.11160714285714285	
BLCA	CARM1	0.11160714285714285	
BLCA	CASP8	0.11160714285714285	0.2232142857142857
BLCA	CAT	0.11160714285714285	
BLCA	CBLB	0.2232142857142857	0.11160714285714285
BLCA	CCAR1		0.2232142857142857
BLCA	CCT5	0.11160714285714285	
BLCA	CD36	0.11160714285714285	
BLCA	CDH1	0.11160714285714285	
BLCA	CDK12	0.11160714285714285	
BLCA	CDK4	0.11160714285714285	
BLCA	CDKN1A	0.11160714285714285	1.2276785714285714
BLCA	CDKN1B	0.11160714285714285	0.11160714285714285
BLCA	CDKN2A	0.11160714285714285	0.2232142857142857
BLCA	CDKN2B	0.11160714285714285	
BLCA	CEP290	0.11160714285714285	0.11160714285714285
BLCA	CHD2	0.33482142857142855	0.11160714285714285
BLCA	CHD3	0.11160714285714285	
BLCA	CHD4	0.6696428571428571	
BLCA	CHD6	0.2232142857142857	
BLCA	CHD8	0.11160714285714285	0.11160714285714285
BLCA	CHD9	0.2232142857142857	
BLCA	CLASP2	0.11160714285714285	
BLCA	CLOCK	0.11160714285714285	
BLCA	CLSPN	0.11160714285714285	0.11160714285714285
BLCA	CLTC	0.2232142857142857	
BLCA	CNOT1		0.33482142857142855
BLCA	CNOT3	0.2232142857142857	
BLCA	COPS2	0.11160714285714285	0.11160714285714285
BLCA	COPS4	0.2232142857142857	0.11160714285714285
BLCA	CRBN	0.11160714285714285	
BLCA	CREBBP	0.4464285714285714	0.6696428571428571
BLCA	CRNKL1	0.4464285714285714	
BLCA	CSDA	0.11160714285714285	
BLCA	CSDE1	0.11160714285714285	0.11160714285714285
BLCA	CSF1R	0.11160714285714285	
BLCA	CSF3R	0.11160714285714285	
BLCA	CSNK1G3		0.11160714285714285
BLCA	CSNK2A1	0.2232142857142857	
BLCA	CTCF	0.11160714285714285	
BLCA	CTNNB1	0.2232142857142857	
BLCA	CTTN	0.11160714285714285	
BLCA	CUL1	0.33482142857142855	
BLCA	CUL2		0.2232142857142857
BLCA	CUX1	0.2232142857142857	
BLCA	CYTH4	0.11160714285714285	
BLCA	DAXX	0.11160714285714285	
BLCA	DCC	0.4464285714285714	
BLCA	DDR2	0.11160714285714285	
BLCA	DDX3X	0.11160714285714285	
BLCA	DDX5	0.11160714285714285	
BLCA	DHX35	0.11160714285714285	
BLCA	DICER1	0.2232142857142857	
BLCA	DIS3		0.11160714285714285
BLCA	DLG1	0.11160714285714285	
BLCA	DNM2	0.11160714285714285	
BLCA	DPYD	0.11160714285714285	
BLCA	ECT2L	0.11160714285714285	
BLCA	EEF1B2	0.11160714285714285	
BLCA	EFTUD2	0.2232142857142857	
BLCA	EIF2AK3	0.11160714285714285	
BLCA	EIF4G1	0.2232142857142857	
BLCA	EIF4G3	0.4464285714285714	
BLCA	ELF1		0.2232142857142857
BLCA	ELF3	0.11160714285714285	0.78125
BLCA	EP300	0.8928571428571428	0.6696428571428571
BLCA	EPHA2	0.2232142857142857	0.11160714285714285
BLCA	EPHB2	0.2232142857142857	
BLCA	ERBB2	0.4464285714285714	
BLCA	ERBB2IP	0.2232142857142857	
BLCA	ERBB3	0.4464285714285714	
BLCA	ERBB4	0.11160714285714285	0.11160714285714285
BLCA	ERCC2	1.1160714285714286	
BLCA	ERCC4	0.11160714285714285	
BLCA	ERCC6	0.2232142857142857	
BLCA	EXT1	0.11160714285714285	0.11160714285714285
BLCA	EXT2		0.11160714285714285
BLCA	EZH2	0.11160714285714285	
BLCA	FAM123B		0.11160714285714285
BLCA	FANCA	0.11160714285714285	0.11160714285714285
BLCA	FANCD2	0.11160714285714285	
BLCA	FANCE		0.11160714285714285
BLCA	FANCF		0.11160714285714285
BLCA	FANCI	0.11160714285714285	
BLCA	FAT1	0.2232142857142857	0.78125
BLCA	FAT2	0.11160714285714285	
BLCA	FBXW7	0.4464285714285714	0.4464285714285714
BLCA	FGFR1	0.11160714285714285	
BLCA	FGFR2	0.2232142857142857	
BLCA	FGFR3	0.5580357142857143	
BLCA	FGFR4	0.2232142857142857	
BLCA	FH	0.11160714285714285	
BLCA	FIP1L1	0.11160714285714285	
BLCA	FKBP5	0.2232142857142857	
BLCA	FLT3	0.11160714285714285	
BLCA	FN1	0.4464285714285714	
BLCA	FOXA1	0.2232142857142857	0.2232142857142857
BLCA	FOXA2	0.11160714285714285	
BLCA	FOXP1	0.11160714285714285	
BLCA	FUBP1	0.11160714285714285	
BLCA	FXR1	0.11160714285714285	
BLCA	G3BP1	0.11160714285714285	
BLCA	G3BP2	0.11160714285714285	
BLCA	GATA1	0.11160714285714285	
BLCA	GATA2	0.11160714285714285	
BLCA	GNAS	0.11160714285714285	
BLCA	GOLGA5	0.33482142857142855	
BLCA	GPS2		0.4464285714285714
BLCA	GPSM2	0.11160714285714285	
BLCA	HCFC1	0.2232142857142857	
BLCA	HDAC2	0.11160714285714285	
BLCA	HERC2	0.11160714285714285	0.11160714285714285
BLCA	HIST1H3B	0.2232142857142857	
BLCA	HIST1H3D	0.11160714285714285	
BLCA	HIST1H3I	0.11160714285714285	
BLCA	HLA-A	0.11160714285714285	0.11160714285714285
BLCA	HNF1A	0.11160714285714285	
BLCA	HRAS	0.33482142857142855	
BLCA	HSP90AA1	0.2232142857142857	
BLCA	IDH1	0.2232142857142857	
BLCA	IGF2R	0.11160714285714285	
BLCA	IKZF3	0.11160714285714285	0.11160714285714285
BLCA	INPP4B	0.33482142857142855	
BLCA	IRF2	0.11160714285714285	
BLCA	IRF7	0.11160714285714285	
BLCA	IRS2		0.11160714285714285
BLCA	ITGA9	0.11160714285714285	
BLCA	ITSN1	0.11160714285714285	0.11160714285714285
BLCA	JAK1	0.11160714285714285	
BLCA	JAK3	0.11160714285714285	
BLCA	KANSL1		0.2232142857142857
BLCA	KAT6B	0.11160714285714285	
BLCA	KDM1A		0.11160714285714285
BLCA	KDM5C	0.11160714285714285	
BLCA	KDM6A	0.2232142857142857	2.0089285714285716
BLCA	KDR	0.11160714285714285	
BLCA	KEAP1	0.2232142857142857	
BLCA	KIT	0.11160714285714285	
BLCA	KLF6		0.11160714285714285
BLCA	LIMA1	0.2232142857142857	0.2232142857142857
BLCA	LNPEP	0.11160714285714285	
BLCA	LRP6	0.11160714285714285	
BLCA	LZTS1	0.11160714285714285	
BLCA	MACF1	0.5580357142857143	
BLCA	MAD1L1		0.11160714285714285
BLCA	MAGI2	0.2232142857142857	
BLCA	MAP2K1	0.11160714285714285	
BLCA	MAP3K1	0.2232142857142857	0.11160714285714285
BLCA	MAP3K13	0.2232142857142857	0.11160714285714285
BLCA	MAP4K3	0.11160714285714285	0.2232142857142857
BLCA	MARK2	0.2232142857142857	0.2232142857142857
BLCA	MCC	0.11160714285714285	
BLCA	MCM3	0.11160714285714285	
BLCA	MCM8	0.11160714285714285	
BLCA	MECOM	0.2232142857142857	
BLCA	MED12	0.33482142857142855	
BLCA	MED23	0.11160714285714285	0.11160714285714285
BLCA	MED24	0.11160714285714285	
BLCA	MEF2C	0.11160714285714285	
BLCA	MET	0.11160714285714285	
BLCA	MGA	0.33482142857142855	0.2232142857142857
BLCA	MGMT	0.11160714285714285	
BLCA	MLH1	0.2232142857142857	0.11160714285714285
BLCA	MLL	0.4464285714285714	
BLCA	MLL2		2.455357142857143
BLCA	MLL3	1.0044642857142858	0.6696428571428571
BLCA	MLLT4	0.11160714285714285	
BLCA	MRE11A	0.11160714285714285	
BLCA	MSH2	0.11160714285714285	
BLCA	MSH3	0.11160714285714285	0.2232142857142857
BLCA	MTOR	0.2232142857142857	
BLCA	MYB	0.11160714285714285	
BLCA	MYCN	0.11160714285714285	
BLCA	MYH10	0.2232142857142857	
BLCA	MYH11	0.2232142857142857	
BLCA	MYH14	0.11160714285714285	
BLCA	MYH9	0.6696428571428571	
BLCA	MYOD1	0.11160714285714285	
BLCA	NAP1L1	0.33482142857142855	
BLCA	NBN	0.33482142857142855	
BLCA	NCF2	0.2232142857142857	
BLCA	NCK1	0.11160714285714285	
BLCA	NCOR1	0.33482142857142855	0.33482142857142855
BLCA	NCOR2	0.11160714285714285	
BLCA	NDRG1	0.2232142857142857	
BLCA	NF1	0.33482142857142855	0.33482142857142855
BLCA	NFE2L2	0.78125	
BLCA	NFKBIE	0.2232142857142857	0.11160714285714285
BLCA	NOTCH1	0.33482142857142855	
BLCA	NOTCH2	0.2232142857142857	0.11160714285714285
BLCA	NR2F2	0.11160714285714285	
BLCA	NRAS	0.2232142857142857	
BLCA	NSD1	0.2232142857142857	
BLCA	NT5C2	0.11160714285714285	
BLCA	NTRK1	0.11160714285714285	
BLCA	NTRK2	0.11160714285714285	
BLCA	NUP107	0.11160714285714285	
BLCA	NUP93	0.11160714285714285	
BLCA	NUP98	0.2232142857142857	
BLCA	OGG1	0.11160714285714285	
BLCA	OPCML	0.11160714285714285	
BLCA	PBRM1	0.4464285714285714	0.11160714285714285
BLCA	PCSK6	0.2232142857142857	
BLCA	PDGFRA	0.2232142857142857	
BLCA	PER1	0.11160714285714285	
BLCA	PHF6	0.11160714285714285	0.11160714285714285
BLCA	PIK3CA	0.8928571428571428	
BLCA	PIK3CB	0.33482142857142855	
BLCA	PIK3R1		0.11160714285714285
BLCA	PIP5K1A	0.2232142857142857	
BLCA	PLCG1	0.11160714285714285	
BLCA	PLCG2	0.11160714285714285	0.11160714285714285
BLCA	PLXNB2	0.4464285714285714	
BLCA	POLE	0.33482142857142855	
BLCA	POT1	0.2232142857142857	
BLCA	PPARG	0.11160714285714285	
BLCA	PRDM1	0.11160714285714285	
BLCA	PRKCZ	0.11160714285714285	
BLCA	PRPF8	0.11160714285714285	
BLCA	PRRX1	0.11160714285714285	
BLCA	PSIP1	0.11160714285714285	
BLCA	PSMB5	0.11160714285714285	
BLCA	PSMD11	0.11160714285714285	0.11160714285714285
BLCA	PSMG2		0.11160714285714285
BLCA	PTCH1	0.11160714285714285	
BLCA	PTEN	0.11160714285714285	0.2232142857142857
BLCA	PTPRB	0.11160714285714285	
BLCA	PTPRC	0.2232142857142857	
BLCA	PTPRF	0.11160714285714285	
BLCA	PTPRU	0.11160714285714285	
BLCA	RAC1	0.11160714285714285	
BLCA	RAD21	0.11160714285714285	0.11160714285714285
BLCA	RAD50	0.11160714285714285	0.2232142857142857
BLCA	RAD51C	0.11160714285714285	
BLCA	RAD54B	0.11160714285714285	0.11160714285714285
BLCA	RAF1	0.11160714285714285	
BLCA	RASA1	0.2232142857142857	
BLCA	RASGRP1	0.11160714285714285	
BLCA	RB1	0.11160714285714285	0.8928571428571428
BLCA	RBBP7	0.11160714285714285	
BLCA	RBM10	0.11160714285714285	0.11160714285714285
BLCA	RET	0.11160714285714285	
BLCA	RFC4	0.11160714285714285	
BLCA	RHEB	0.11160714285714285	
BLCA	RHOA	0.4464285714285714	
BLCA	RHOT1	0.11160714285714285	
BLCA	ROS1	0.2232142857142857	
BLCA	RPSAP58	0.2232142857142857	
BLCA	SDHA	0.11160714285714285	
BLCA	SEC31A	0.11160714285714285	0.11160714285714285
BLCA	SETBP1	0.11160714285714285	
BLCA	SETD2	0.33482142857142855	0.2232142857142857
BLCA	SETDB1	0.11160714285714285	
BLCA	SF3A3	0.11160714285714285	
BLCA	SF3B1	0.4464285714285714	
BLCA	SF3B3	0.33482142857142855	0.11160714285714285
BLCA	SMAD2	0.11160714285714285	
BLCA	SMAD4	0.2232142857142857	
BLCA	SMARCA4	0.4464285714285714	
BLCA	SMARCB1	0.11160714285714285	
BLCA	SMARCE1	0.11160714285714285	
BLCA	SMC1A	0.2232142857142857	
BLCA	SMO	0.2232142857142857	
BLCA	SMURF2	0.11160714285714285	
BLCA	SOS1	0.2232142857142857	
BLCA	SOS2	0.11160714285714285	
BLCA	SPEN	0.33482142857142855	0.2232142857142857
BLCA	SPTAN1	0.33482142857142855	0.5580357142857143
BLCA	SRC	0.33482142857142855	
BLCA	SRGAP1	0.11160714285714285	
BLCA	STAG1	0.2232142857142857	
BLCA	STAG2	0.2232142857142857	0.6696428571428571
BLCA	STAT5B	0.11160714285714285	
BLCA	STIP1	0.11160714285714285	
BLCA	SUZ12	0.2232142857142857	
BLCA	SVEP1	0.33482142857142855	
BLCA	SYNCRIP		0.11160714285714285
BLCA	TAF1	0.2232142857142857	
BLCA	TAOK1	0.2232142857142857	
BLCA	TAOK2	0.11160714285714285	
BLCA	TBL1XR1	0.2232142857142857	
BLCA	TBX3	0.2232142857142857	
BLCA	TCF12	0.11160714285714285	
BLCA	TET2	0.2232142857142857	0.11160714285714285
BLCA	TGFBR2	0.2232142857142857	0.11160714285714285
BLCA	TNFAIP3	0.11160714285714285	
BLCA	TNPO1	0.11160714285714285	
BLCA	TNPO2	0.11160714285714285	
BLCA	TOM1	0.11160714285714285	
BLCA	TP53	3.571428571428571	1.1160714285714286
BLCA	TP53BP1	0.11160714285714285	
BLCA	TRIO	0.78125	
BLCA	TRRAP	0.2232142857142857	
BLCA	TSC1	0.11160714285714285	0.4464285714285714
BLCA	TSC2	0.11160714285714285	0.11160714285714285
BLCA	TXNIP	0.2232142857142857	
BLCA	U2AF1	0.11160714285714285	
BLCA	UBR5	0.6696428571428571	
BLCA	UGT1A1	0.11160714285714285	
BLCA	UPF3B	0.11160714285714285	
BLCA	VIM	0.11160714285714285	
BLCA	WASF3	0.11160714285714285	
BLCA	WHSC1	0.33482142857142855	
BLCA	WNK1	0.11160714285714285	0.11160714285714285
BLCA	WNT5A	0.11160714285714285	
BLCA	XPO1	0.11160714285714285	
BLCA	XRN1	0.11160714285714285	
BLCA	ZFP36L1		0.11160714285714285
BLCA	ZFP36L2	0.2232142857142857	
BLCA	ZMYM2	0.11160714285714285	
BLCA	ZNF292	0.11160714285714285	
BLCA	ZNF638	0.2232142857142857	
BLCA	ZNF750		0.11160714285714285
BLCA	ZNF814	0.11160714285714285	
BLCA	ZNRF3	0.11160714285714285	
BLCA	ZRSR2	0.2232142857142857	0.11160714285714285
BRCA	ABCB1	0.2898550724637681	
BRCA	ABCB4	0.0966183574879227	
BRCA	ABL1	0.14492753623188406	
BRCA	ABL2	0.24154589371980675	
BRCA	ACACA	0.1932367149758454	
BRCA	ACAD8	0.0966183574879227	
BRCA	ACO1	0.14492753623188406	
BRCA	ACSL6	0.04830917874396135	
BRCA	ACTB	0.04830917874396135	
BRCA	ACTG2	0.0966183574879227	
BRCA	ACVR1B	0.2898550724637681	0.0966183574879227
BRCA	ACVR2A	0.14492753623188406	
BRCA	ADAM10	0.04830917874396135	
BRCA	ADCY1	0.0966183574879227	
BRCA	AFF4	0.04830917874396135	
BRCA	AHCTF1	0.14492753623188406	0.14492753623188406
BRCA	AHR	0.04830917874396135	
BRCA	AKT1	0.1932367149758454	
BRCA	AKT2	0.04830917874396135	
BRCA	ALK	0.1932367149758454	
BRCA	ANK3	0.3864734299516908	
BRCA	APAF1	0.14492753623188406	
BRCA	APC	0.0966183574879227	0.04830917874396135
BRCA	AQR	0.04830917874396135	
BRCA	AR	0.14492753623188406	
BRCA	ARAF	0.04830917874396135	
BRCA	ARAP3	0.0966183574879227	
BRCA	ARFGAP1	0.04830917874396135	
BRCA	ARFGAP3	0.0966183574879227	
BRCA	ARFGEF1	0.14492753623188406	0.0966183574879227
BRCA	ARFGEF2	0.1932367149758454	
BRCA	ARHGAP29		0.04830917874396135
BRCA	ARHGAP35	0.14492753623188406	0.1932367149758454
BRCA	ARHGEF2	0.04830917874396135	
BRCA	ARHGEF6	0.0966183574879227	
BRCA	ARID1A	0.0966183574879227	0.6763285024154589
BRCA	ARID1B	0.24154589371980675	0.1932367149758454
BRCA	ARID2	0.1932367149758454	0.24154589371980675
BRCA	ARID4A	0.0966183574879227	
BRCA	ARID4B	0.24154589371980675	0.0966183574879227
BRCA	ARID5B	0.0966183574879227	0.0966183574879227
BRCA	ASH1L	0.1932367149758454	
BRCA	ASPM	0.24154589371980675	
BRCA	ASXL1	0.0966183574879227	0.0966183574879227
BRCA	ATF2	0.04830917874396135	
BRCA	ATIC	0.04830917874396135	
BRCA	ATM	0.43478260869565216	0.24154589371980675
BRCA	ATP1A1	0.0966183574879227	
BRCA	ATR	0.4830917874396135	0.04830917874396135
BRCA	ATRX	0.14492753623188406	0.04830917874396135
BRCA	AXIN2	0.04830917874396135	
BRCA	B2M	0.04830917874396135	
BRCA	BAP1	0.0966183574879227	0.0966183574879227
BRCA	BARD1	0.04830917874396135	
BRCA	BAX		0.04830917874396135
BRCA	BCL11A	0.0966183574879227	
BRCA	BCL6	0.04830917874396135	
BRCA	BCOR	0.14492753623188406	0.04830917874396135
BRCA	BLM		0.0966183574879227
BRCA	BMPR2	0.14492753623188406	0.04830917874396135
BRCA	BPTF	0.14492753623188406	
BRCA	BRAF	0.3864734299516908	
BRCA	BRCA1	0.24154589371980675	0.24154589371980675
BRCA	BRCA2	0.24154589371980675	0.33816425120772947
BRCA	BRD2	0.04830917874396135	
BRCA	BRIP1	0.14492753623188406	
BRCA	BRWD1	0.14492753623188406	
BRCA	BTK	0.0966183574879227	
BRCA	BUB1B	0.04830917874396135	
BRCA	C15orf55	0.0966183574879227	
BRCA	CAD	0.33816425120772947	
BRCA	CAPN7	0.04830917874396135	
BRCA	CARD11	0.0966183574879227	
BRCA	CARM1	0.04830917874396135	
BRCA	CASP8	0.1932367149758454	0.1932367149758454
BRCA	CBFB	0.2898550724637681	
BRCA	CBL	0.04830917874396135	
BRCA	CBLB	0.2898550724637681	
BRCA	CCAR1	0.04830917874396135	0.1932367149758454
BRCA	CCND1	0.04830917874396135	
BRCA	CCT5	0.0966183574879227	
BRCA	CDC27	0.04830917874396135	
BRCA	CDH1	0.1932367149758454	2.1739130434782608
BRCA	CDK12	0.14492753623188406	0.14492753623188406
BRCA	CDK4	0.04830917874396135	
BRCA	CDKN1B		0.43478260869565216
BRCA	CEP290	0.14492753623188406	0.0966183574879227
BRCA	CHD1L	0.0966183574879227	0.0966183574879227
BRCA	CHD2	0.1932367149758454	0.04830917874396135
BRCA	CHD3	0.1932367149758454	0.04830917874396135
BRCA	CHD4	0.3864734299516908	
BRCA	CHD6	0.14492753623188406	
BRCA	CHD8	0.04830917874396135	0.04830917874396135
BRCA	CHD9	0.0966183574879227	
BRCA	CHEK2	0.0966183574879227	
BRCA	CIC	0.04830917874396135	0.04830917874396135
BRCA	CLASP2	0.04830917874396135	0.04830917874396135
BRCA	CLCC1	0.04830917874396135	
BRCA	CLOCK		0.04830917874396135
BRCA	CLSPN		0.14492753623188406
BRCA	CLTC	0.0966183574879227	
BRCA	CNOT1	0.04830917874396135	0.0966183574879227
BRCA	CNOT3	0.14492753623188406	
BRCA	CNTNAP1	0.14492753623188406	
BRCA	COL1A1	0.0966183574879227	
BRCA	COPS5	0.04830917874396135	
BRCA	COPS6		0.04830917874396135
BRCA	CR1	0.04830917874396135	0.0966183574879227
BRCA	CREBBP	0.1932367149758454	0.04830917874396135
BRCA	CRNKL1	0.0966183574879227	
BRCA	CRTC3	0.0966183574879227	
BRCA	CSDE1	0.14492753623188406	0.04830917874396135
BRCA	CSF1R	0.04830917874396135	
BRCA	CSF3R	0.04830917874396135	
BRCA	CSNK1G3		0.04830917874396135
BRCA	CSNK2A1	0.04830917874396135	
BRCA	CTCF	0.43478260869565216	0.33816425120772947
BRCA	CTNND1		0.04830917874396135
BRCA	CTTN	0.04830917874396135	
BRCA	CUL1	0.0966183574879227	0.04830917874396135
BRCA	CUL2	0.0966183574879227	
BRCA	CUL3	0.04830917874396135	
BRCA	CUL4A	0.04830917874396135	
BRCA	CUX1		0.04830917874396135
BRCA	CYLD	0.04830917874396135	
BRCA	CYTH4	0.04830917874396135	
BRCA	DCC	0.2898550724637681	0.0966183574879227
BRCA	DDB1	0.1932367149758454	
BRCA	DDB2	0.04830917874396135	
BRCA	DDR2	0.4830917874396135	
BRCA	DDX3X	0.14492753623188406	0.04830917874396135
BRCA	DDX5	0.0966183574879227	
